                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414
  Cycles                             |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560 |  612115560
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100 |  170032100
  Idle time (ns)                     |    6990820 |    6967742 |      31972 |      32304 |    3043656 |    3042733 |    4997441 |    4998055 |   43919000 |   43927980 |   45023105 |   44958511 |   44949399 |   44970843 |   50769661 |   50703233 |  101680006 |  101744379 |  101755248 |  101826564 |  101726121 |  101749339 |   93879972 |   93883493 |  102801429 |  102777907 |  102871315 |  102871500 |  102881179 |  102886034 |  102867778 |  102866720
  Idle time (%)                      |       4.1% |       4.1% |       0.0% |       0.0% |       1.8% |       1.8% |       2.9% |       2.9% |      25.8% |      25.8% |      26.5% |      26.4% |      26.4% |      26.4% |      29.9% |      29.8% |      59.8% |      59.8% |      59.8% |      59.9% |      59.8% |      59.8% |      55.2% |      55.2% |      60.5% |      60.4% |      60.5% |      60.5% |      60.5% |      60.5% |      60.5% |      60.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61%
