                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100097113 |   99854137 |  100042940 |  100039952 |  100009733 |  100003247 |   99966151 |   99964884 |   99982149 |   99985572 |  100057833 |  100042518 |  100022219 |  100027164 |  100033567 |  100034134 |  100044302 |  100028048 |   99973175 |   99973865 |  100027400 |  100015473 |   99967149 |   99968429 |   99975460 |   99966718 |  100001776 |   99999974 |   99938311 |   99938305 |   99820827 |  100101389
  Cycles                             |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800 |   80794800
  IPC                                |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24
  Time (ns)                          |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000 |   22443000
  Idle time (ns)                     |         46 |         -0 |         43 |         -0 |         10 |         23 |         22 |         46 |         22 |          3 |         31 |         15 |        100 |         48 |         13 |        100 |         14 |         40 |          8 |         70 |         23 |         18 |         15 |         27 |          2 |         19 |         40 |         32 |         19 |          5 |         27 |         41
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8413010 |    8392588 |    8408460 |    8408209 |    8405660 |    8405116 |    8401999 |    8401894 |    8403344 |    8403631 |    8409710 |    8408424 |    8406709 |    8407134 |    8407672 |    8407718 |    8408574 |    8407208 |    8402589 |    8402647 |    8407154 |    8406143 |    8402082 |    8402191 |    8402782 |    8402046 |    8404991 |    8404841 |    8399660 |    8399660 |    8389790 |    8413370
  num incorrect                      |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8336630 |    8316393 |    8332120 |    8331871 |    8329350 |    8328810 |    8325721 |    8325615 |    8327053 |    8327338 |    8333359 |    8332084 |    8330389 |    8330806 |    8331339 |    8331386 |    8332233 |    8330880 |    8326305 |    8326363 |    8330826 |    8329827 |    8325804 |    8325911 |    8326496 |    8325768 |    8328687 |    8328537 |    8323402 |    8323402 |    8313620 |    8336986
    num misses                       |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2 |          2
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20792491 |   20742016 |   20781245 |   20780624 |   20774321 |   20772973 |   20765271 |   20765007 |   20768592 |   20769304 |   20784336 |   20781156 |   20776911 |   20777970 |   20779299 |   20779417 |   20781528 |   20778154 |   20766728 |   20766873 |   20778019 |   20775509 |   20765480 |   20765744 |   20767204 |   20765390 |   20772668 |   20772293 |   20759490 |   20759490 |   20735099 |   20793378
    num misses                       |      55637 |      55501 |      55609 |      55607 |      55584 |      55581 |      55561 |      55561 |      55570 |      55571 |      55616 |      55609 |      55591 |      55599 |      55602 |      55603 |      55609 |      55600 |      55565 |      55565 |      55599 |      55589 |      55561 |      55562 |      55566 |      55561 |      55579 |      55579 |      55546 |      55546 |      55484 |      55639
    miss rate                        |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27% |      0.27%
    mpki                             |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56 |       0.56
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      55639 |      55503 |      55611 |      55609 |      55586 |      55583 |      55563 |      55563 |      55572 |      55573 |      55618 |      55611 |      55593 |      55601 |      55604 |      55605 |      55611 |      55602 |      55567 |      55567 |      55601 |      55591 |      55563 |      55564 |      55568 |      55563 |      55581 |      55581 |      55548 |      55548 |      55486 |      55641
    num misses                       |       1046 |       1044 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046 |       1043 |       1046
    miss rate                        |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88% |      1.88%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8336630 |    8316393 |    8332120 |    8331871 |    8329350 |    8328810 |    8325721 |    8325615 |    8327053 |    8327338 |    8333359 |    8332084 |    8330389 |    8330806 |    8331339 |    8331386 |    8332233 |    8330880 |    8326305 |    8326363 |    8330826 |    8329827 |    8325804 |    8325911 |    8326496 |    8325768 |    8328687 |    8328537 |    8323402 |    8323402 |    8313620 |    8336986
    num cache misses                 |        407 |        434 |        228 |        232 |        290 |        272 |        294 |        284 |        260 |        289 |        283 |        269 |        282 |        281 |        235 |        250 |        267 |        243 |        300 |        310 |        294 |        252 |        279 |        294 |        324 |        287 |        277 |        249 |        333 |        338 |        424 |        421
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01%
