                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100001394 |   98615227 |   98210489 |   98426863 |   98193516 |   98388550 |   98318943 |   98309587 |   98196280 |   98556255 |   98133718 |   98143906 |   98270999 |   98514836 |   98242029 |   98416413 |   98426229 |   98271506 |   98508922 |   98251764 |   98282180 |   98196223 |   98482686 |   98253656 |   98496088 |   98251154 |   98166002 |   98201728 |   98590222 |   98280033 |   98559178 |   99953963
  Cycles                             |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080 |   54550080
  IPC                                |       1.83 |       1.81 |       1.80 |       1.80 |       1.80 |       1.80 |       1.80 |       1.80 |       1.80 |       1.81 |       1.80 |       1.80 |       1.80 |       1.81 |       1.80 |       1.80 |       1.80 |       1.80 |       1.81 |       1.80 |       1.80 |       1.80 |       1.81 |       1.80 |       1.81 |       1.80 |       1.80 |       1.80 |       1.81 |       1.80 |       1.81 |       1.83
  Time (ns)                          |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800 |   15152800
  Idle time (ns)                     |         -2 |        -39 |         -9 |        -43 |        -33 |         -0 |         -0 |        -47 |        -15 |        -63 |         -0 |         -6 |         -6 |        -13 |         -8 |        -10 |        -11 |         -0 |         -9 |         -7 |        -11 |        -15 |         -0 |         -1 |         -3 |        -10 |         -1 |         -0 |         -6 |         -0 |         -0 |         -1
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2706124 |    2641060 |    2622059 |    2632220 |    2621260 |    2630420 |    2627151 |    2626712 |    2621395 |    2638292 |    2618453 |    2618931 |    2624899 |    2636347 |    2623539 |    2631730 |    2632190 |    2624922 |    2636068 |    2623996 |    2625422 |    2621393 |    2634832 |    2624084 |    2635470 |    2623967 |    2619973 |    2621648 |    2639883 |    2625325 |    2638427 |    2703897
  num incorrect                      |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801 |      13801
  misprediction rate                 |      0.51% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.52% |      0.51%
  mpki                               |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7225690 |    7100986 |    7064573 |    7084050 |    7063036 |    7080597 |    7074334 |    7073491 |    7063295 |    7095689 |    7057656 |    7058572 |    7070014 |    7091952 |    7067405 |    7083103 |    7083985 |    7070057 |    7091423 |    7068282 |    7071016 |    7063291 |    7089050 |    7068448 |    7090271 |    7068228 |    7060570 |    7063781 |    7098732 |    7070831 |    7095943 |    7221427
    num misses                       |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106 |        106
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
