                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101415 |  100090834 |  100090275 |  100092246 |  100094729 |  100093284 |  100093585 |  100092600 |  100091798 |  100089219 |  100090921 |  100090570 |  100095606 |  100087071 |  100092436 |  100092346 |  100090551 |  100091375 |  100093324 |  100090576 |  100090772 |  100090497 |  100089075 |  100090256 |  100090819 |  100091532 |  100091929 |  100090952 |  100091072 |  100085729 |  100090286 |  100099421
  Cycles                             |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400 |   75956400
  IPC                                |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32 |       1.32
  Time (ns)                          |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000 |   21099000
  Idle time (ns)                     |        -33 |        -53 |        -40 |        -40 |        -37 |        -46 |        -20 |        -26 |        -24 |        -58 |        -43 |        -23 |        -45 |        -41 |        -40 |        -27 |        -35 |        -41 |        -36 |        -38 |        -63 |        -33 |         -0 |        -50 |        -57 |        -25 |        -40 |        -26 |        -20 |        -62 |        -30 |        -41
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8893391 |    8892483 |    8892446 |    8892584 |    8892769 |    8892663 |    8892680 |    8892601 |    8892554 |    8892357 |    8892492 |    8892473 |    8892847 |    8892208 |    8892595 |    8892593 |    8892472 |    8892528 |    8892670 |    8892473 |    8892480 |    8892465 |    8892347 |    8892444 |    8892483 |    8892539 |    8892561 |    8892493 |    8892504 |    8892086 |    8892447 |    8893243
  num incorrect                      |     686974 |     686907 |     686901 |     686913 |     686926 |     686920 |     686920 |     686916 |     686910 |     686897 |     686907 |     686904 |     686934 |     686876 |     686915 |     686915 |     686904 |     686909 |     686920 |     686904 |     686906 |     686903 |     686894 |     686901 |     686907 |     686910 |     686911 |     686907 |     686907 |     686867 |     686901 |     686963
  misprediction rate                 |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17%
