0	357.83
1	357.26
2	357.00
3	356.26
4	355.85
5	355.50
6	355.02
7	354.82

8	357.94
9	357.39
10	357.15
11	356.41
12	356.00
13	355.63
14	355.14
15	354.92

16	358.08
17	357.55
18	357.32
19	356.59
20	356.18
21	355.80
22	355.28
23	355.04

24	358.16
25	357.64
26	357.42
27	356.69
28	356.28
29	355.89
30	355.36
31	355.11

32	358.16
33	357.65
34	357.44
35	356.71
36	356.28
37	355.90
38	355.36
39	355.13

40	358.09
41	357.57
42	357.37
43	356.63
44	356.19
45	355.81
46	355.28
47	355.07

48	357.96
49	357.42
50	357.26
51	356.50
52	356.02
53	355.63
54	355.13
55	354.93

56	357.85
57	357.29
58	357.13
59	356.36
60	355.88
61	355.49
62	355.00
63	354.82

