                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101379 |   95329937 |   94904700 |   94891872 |   94917129 |   94908246 |   94887638 |   94890449 |   94933934 |   94926079 |   94902122 |   94918682 |   94826473 |   94825227 |   95070185 |   95073861 |   95121359 |   95105902 |   94914381 |   94921595 |   94905824 |   94909920 |   94876259 |   94880627 |   94909663 |   94912573 |   94898335 |   94913170 |   94836568 |   94823906 |   95297289 |  100026542
  Cycles                             |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600 |  136272600
  IPC                                |       0.73 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.73
  Time (ns)                          |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500 |   37853500
  Idle time (ns)                     |        111 |        152 |        145 |        100 |         54 |         69 |         83 |        105 |         58 |        194 |         95 |         89 |        100 |         45 |        117 |        140 |         85 |        106 |        133 |        132 |         73 |        100 |        150 |        100 |        100 |        162 |        100 |        100 |        101 |        148 |        -50 |         89
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    7525313 |    7216508 |    7188636 |    7187975 |    7189721 |    7188875 |    7187750 |    7187904 |    7190711 |    7190268 |    7188501 |    7189850 |    7184556 |    7184487 |    7199744 |    7199960 |    7202800 |    7201868 |    7189460 |    7190016 |    7188711 |    7189035 |    7187162 |    7187393 |    7189011 |    7189287 |    7188305 |    7189345 |    7185103 |    7184412 |    7214140 |    7513602
  num incorrect                      |     683701 |     666132 |     665298 |     665273 |     665322 |     665322 |     665267 |     665269 |     665344 |     665344 |     665294 |     665344 |     665159 |     665159 |     665607 |     665614 |     665701 |     665668 |     665322 |     665344 |     665311 |     665322 |     665244 |     665252 |     665322 |     665322 |     665287 |     665322 |     665167 |     665159 |     666031 |     683360
  misprediction rate                 |      8.33% |      8.45% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.46% |      8.46% |      8.46% |      8.46% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.47% |      8.45% |      8.34%
