Epoch,Alternation,MFU,RoundRobin,TemPo,Greedy
47,25.134100000000004,18.192700000000002,35.0086,18.192700000000002,18.171400000000006
48,25.583200000000005,18.167599999999993,35.7525,18.167599999999993,18.151399999999995
49,25.129800000000003,18.158600000000007,35.4584,18.158600000000007,18.140699999999995
50,25.550299999999993,18.136899999999997,35.2238,18.137,18.123000000000005
51,25.125799999999998,18.127300000000005,35.0072,18.127300000000005,18.118300000000005
52,25.556399999999996,18.110699999999994,35.7538,18.110699999999994,18.098699999999994
53,25.122799999999998,18.102900000000005,35.4577,18.1019,18.091800000000006
54,25.528800000000004,15.756299999999996,35.2238,15.756299999999996,18.077699999999993
55,25.1199,15.747699999999995,35.0078,15.747699999999995,18.074299999999994
56,25.525800000000004,15.7316,35.7561,15.731700000000004,15.887799999999999
57,25.117500000000007,13.549899999999994,35.4586,13.549899999999994,15.886399999999995
58,25.523300000000006,11.394800000000004,35.2252,11.394800000000004,9.454499999999996
59,25.115499999999997,11.382599999999996,35.0095,11.382599999999996,9.453999999999994
60,25.521199999999993,9.230500000000006,35.7579,9.230500000000006,9.4234
61,25.113799999999998,9.218699999999998,35.4608,9.218699999999998,9.414299999999997
62,25.519400000000005,7.080200000000005,35.2278,7.080200000000005,9.391099999999994
63,25.112300000000005,,35.0126,,9.384299999999996
64,25.517899999999997,,35.7557,,9.3647
65,25.111199999999997,,35.4818,,9.357100000000003
66,25.5368,,35.2312,,9.342399999999998
67,25.1104,,35.016,,9.335400000000007
68,25.515699999999995,,35.7613,,7.036699999999996
69,25.109399999999994,,35.4679,,
70,25.514799999999994,,35.235,,
71,25.108800000000002,,35.02,,
72,25.5141,,35.7441,,
73,25.108099999999993,,35.4723,,
74,25.531400000000005,,35.2394,,
75,25.108000000000004,,35.0245,,
76,25.5133,,35.7664,,
77,25.107699999999994,,35.476,,
78,25.512900000000002,,35.2429,,
79,25.1074,,35.0287,,
80,25.5124,,35.7738,,
81,25.107299999999995,,35.4805,,
82,25.512200000000007,,35.2479,,
83,25.107200000000006,,35.0333,,
84,25.512,,35.7585,,
85,25.107,,35.4851,,
86,25.511899999999997,,35.2525,,
87,25.106899999999996,,35.0378,,
88,25.511799999999994,,35.7631,,
89,25.106800000000007,,35.4896,,
90,25.534499999999994,,35.2721,,
91,25.107100000000003,,35.0425,,
92,25.532899999999998,,35.7878,,
93,25.107100000000003,,35.4943,,
94,25.5321,,,,
95,25.107299999999995,,,,
96,25.5321,,,,
97,25.107299999999995,,,,
98,25.530299999999997,,,,
99,25.107600000000005,,,,
100,25.533299999999997,,,,
101,25.107600000000005,,,,
102,25.5355,,,,
103,25.107799999999997,,,,
104,25.533199999999994,,,,
105,25.1079,,,,
106,25.534800000000004,,,,
107,25.1083,,,,
108,25.534800000000004,,,,
109,25.1083,,,,
110,25.528999999999996,,,,
111,25.108500000000006,,,,
112,25.532300000000006,,,,
113,25.108500000000006,,,,
114,25.530299999999997,,,,
