Epoch,Alternation,MFU,RoundRobin,TemPo,Greedy
0,26.769199999999998,35.8389,36.6396,35.8389,36.423
1,27.029899999999998,38.1733,37.4673,38.1683,37.8511
2,27.173100000000005,36.3902,36.3038,36.3896,36.7435
3,26.236400000000003,36.5862,35.651,36.5911,36.4319
4,26.715199999999996,36.4405,36.438,36.4336,36.3315
5,26.0634,36.5415,36.036,36.5503,36.3482
6,26.5557,36.5385,35.8023,36.5435,36.3352
7,25.9876,36.6301,35.5244,36.6291,36.4003
8,26.412800000000004,36.64,36.2775,36.6291,36.3998
9,25.9075,36.6535,35.968,36.6535,36.3455
10,26.377799999999993,36.6015,35.7388,36.5974,36.3704
11,25.828100000000006,36.5919,35.4519,36.5938,36.2514
12,26.2885,36.5322,36.2354,36.5331,36.2557
13,25.743799999999993,36.5588,35.8779,36.5507,36.2366
14,26.176199999999994,36.5125,35.6142,36.5024,36.2118
15,25.661900000000003,36.3766,35.3475,36.3704,36.174
16,26.1297,36.2475,36.1369,36.2462,36.1542
17,25.600099999999998,36.273,35.7843,36.2778,36.2156
18,26.079899999999995,36.2449,35.5541,36.2416,36.1446
19,25.569500000000005,36.2607,35.322,36.2696,36.1805
20,25.9979,36.2311,36.0641,36.2311,36.1471
21,25.528899999999993,36.2787,35.7526,36.2787,36.2002
22,25.942700000000002,36.2378,35.514,36.2389,36.1437
23,25.516400000000004,36.2021,35.2715,36.2061,36.1402
24,25.9101,36.1819,36.0092,36.1839,36.1325
25,25.464,36.2271,35.7299,36.2291,36.1593
26,25.882199999999997,36.1318,35.4739,36.1308,36.0669
27,25.453900000000004,26.313000000000002,35.2783,26.317999999999998,18.9379
28,25.8553,18.968100000000007,35.9875,18.968100000000007,18.912800000000004
29,25.437399999999997,18.911900000000003,35.7053,18.910899999999998,18.844300000000004
30,25.828500000000005,18.8271,35.4396,18.827299999999994,18.765500000000003
31,25.400000000000006,18.765299999999996,35.2476,18.7654,18.710400000000007
32,25.823899999999995,18.6978,35.9653,18.6978,18.6468
33,25.392399999999995,18.645200000000003,35.694,18.645200000000003,18.602800000000002
34,25.787000000000006,18.589200000000005,35.4149,18.589200000000005,18.546899999999994
35,25.3729,18.545199999999994,35.2029,18.545199999999994,18.507599999999996
36,25.795199999999994,18.496899999999997,35.8072,18.496899999999997,18.463899999999995
37,25.352199999999996,18.465000000000003,35.512,18.464,18.439099999999996
38,25.7646,18.418300000000002,35.2403,18.418300000000002,18.391400000000004
39,25.235100000000003,18.3874,35.0199,18.3874,18.370199999999997
40,25.697599999999994,18.351200000000006,35.767,18.351200000000006,18.329499999999996
41,25.1635,18.327399999999997,35.4882,18.327399999999997,18.305999999999997
42,25.674099999999996,18.293899999999994,35.2316,18.293999999999997,18.2706
43,25.146,18.275499999999994,35.0126,18.274500000000003,18.2491
44,25.674300000000002,18.245099999999994,35.754,18.245099999999994,18.223299999999995
45,25.1396,18.231300000000005,35.4617,18.2333,18.209199999999996
46,25.649600000000007,18.2033,35.226,18.2033,18.184600000000003
