                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362
  Cycles                             |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200 |  500758200
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500 |  139099500
  Idle time (ns)                     |    3691621 |    1916022 |    5741109 |    1703196 |    4220008 |     275994 |    4122105 |    2284593 |   70675518 |   70674582 |   70673490 |   70673760 |   70670907 |   70621105 |   70670243 |   70671469 |   92978459 |   92972100 |   92965224 |   92974476 |   93970950 |   93971224 |   93969222 |   93972919 |  110774444 |  110933669 |  110880646 |  110905628 |  110938308 |  110942321 |  112877828 |  112922859
  Idle time (%)                      |       2.7% |       1.4% |       4.1% |       1.2% |       3.0% |       0.2% |       3.0% |       1.6% |      50.8% |      50.8% |      50.8% |      50.8% |      50.8% |      50.8% |      50.8% |      50.8% |      66.8% |      66.8% |      66.8% |      66.8% |      67.6% |      67.6% |      67.6% |      67.6% |      79.6% |      79.8% |      79.7% |      79.7% |      79.8% |      79.8% |      81.1% |      81.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17%
