                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414
  Cycles                             |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240 |  777621240
  IPC                                |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900 |  216005900
  Idle time (ns)                     |    2724892 |    2231459 |    1991601 |    4313745 |    2412167 |      95950 |    3011739 |    2629667 |   89512616 |   89789267 |   85904598 |   85903019 |   84376299 |   84643718 |   89383917 |   89667184 |  146768976 |  146769540 |  145774974 |  145775190 |  146340673 |  146405459 |  145782051 |  145780154 |  146786366 |  146336928 |  144783440 |  144780832 |  146823572 |  146869249 |  146629868 |  146566583
  Idle time (%)                      |       1.3% |       1.0% |       0.9% |       2.0% |       1.1% |       0.0% |       1.4% |       1.2% |      41.4% |      41.6% |      39.8% |      39.8% |      39.1% |      39.2% |      41.4% |      41.5% |      67.9% |      67.9% |      67.5% |      67.5% |      67.7% |      67.8% |      67.5% |      67.5% |      68.0% |      67.7% |      67.0% |      67.0% |      68.0% |      68.0% |      67.9% |      67.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61%
