0	320.48
1	320.44
2	320.43
3	320.43
4	320.43
5	320.43
6	320.43
7	320.46

8	320.60
9	320.59
10	320.59
11	320.59
12	320.58
13	320.58
14	320.57
15	320.58

16	320.71
17	320.74
18	320.76
19	320.77
20	320.76
21	320.75
22	320.72
23	320.68

24	320.83
25	320.91
26	320.96
27	320.98
28	320.98
29	320.95
30	320.89
31	320.80

32	320.99
33	321.13
34	321.22
35	321.25
36	321.25
37	321.19
38	321.10
39	320.95

40	321.22
41	321.44
42	321.56
43	321.60
44	321.59
45	321.52
46	321.39
47	321.18

48	321.75
49	322.07
50	322.18
51	322.23
52	322.21
53	322.13
54	321.98
55	321.69

56	321.88
57	322.37
58	322.27
59	322.28
60	322.27
61	322.20
62	322.07
63	321.79

