0	326.68
1	327.03
2	327.28
3	327.40
4	327.40
5	327.28
6	327.03
7	326.68

8	326.95
9	327.41
10	327.72
11	327.87
12	327.87
13	327.72
14	327.41
15	326.95

16	327.28
17	327.86
18	328.23
19	328.41
20	328.41
21	328.23
22	327.86
23	327.28

24	327.75
25	328.47
26	328.89
27	329.09
28	329.09
29	328.89
30	328.47
31	327.75

32	328.72
33	329.56
34	330.03
35	330.24
36	330.24
37	330.03
38	329.56
39	328.72

40	329.08
41	330.00
42	330.48
43	330.70
44	330.70
45	330.48
46	330.00
47	329.08

48	329.17
49	330.09
50	330.56
51	330.77
52	330.77
53	330.56
54	330.09
55	329.17

56	329.06
57	329.90
58	330.32
59	330.50
60	330.50
61	330.32
62	329.90
63	329.06

