0	321.07
1	321.21
2	321.31
3	321.37
4	321.40
5	321.38
6	321.32
7	321.20

8	321.16
9	321.33
10	321.45
11	321.53
12	321.56
13	321.55
14	321.47
15	321.31

16	321.26
17	321.47
18	321.61
19	321.70
20	321.75
21	321.74
22	321.64
23	321.44

24	321.41
25	321.67
26	321.82
27	321.92
28	321.98
29	321.99
30	321.88
31	321.61

32	321.71
33	322.02
34	322.18
35	322.28
36	322.36
37	322.40
38	322.30
39	321.94

40	321.82
41	322.18
42	322.31
43	322.41
44	322.51
45	322.64
46	322.59
47	322.08

48	321.81
49	322.32
50	322.29
51	322.38
52	322.50
53	322.92
54	323.08
55	322.10

56	321.78
57	322.28
58	322.21
59	322.29
60	322.41
61	322.88
62	323.09
63	322.06

