                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  200202881 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100101379 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100001362 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413 |  100101413
  Cycles                             |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600 |  394500600
  IPC                                |       0.51 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500 |  109583500
  Idle time (ns)                     |     151921 |   64478762 |   62370615 |   62371290 |   64364867 |   64362675 |   72351894 |   72351936 |   70353180 |   70351992 |   68353561 |   68354474 |   68359359 |   68359303 |   70349341 |   70355194 |   70469517 |   87342266 |   88408807 |   88352828 |   88408566 |   88371063 |   88410954 |   88408533 |   89406407 |   60465391 |   60453882 |   60445206 |   60462240 |   60462065 |   60469338 |   60455060
  Idle time (%)                      |       0.1% |      58.8% |      56.9% |      56.9% |      58.7% |      58.7% |      66.0% |      66.0% |      64.2% |      64.2% |      62.4% |      62.4% |      62.4% |      62.4% |      64.2% |      64.2% |      64.3% |      79.7% |      80.7% |      80.6% |      80.7% |      80.6% |      80.7% |      80.7% |      81.6% |      55.2% |      55.2% |      55.2% |      55.2% |      55.2% |      55.2% |      55.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   15531052 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    6638517 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    3537118 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391 |    8893391
  num incorrect                      |     692950 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |       5120 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |      78469 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974 |     686974
  misprediction rate                 |      4.27% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      2.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17% |      7.17%
  mpki                               |       3.46 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       0.78 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86 |       6.86
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26375881 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |   12120471 |    9397822 |    9397822 |    9397822 |    9397822 |    9397822 |    9397822 |    9397822 |    9397822 |   14255330 |   14255330 |   14255330 |   14255330 |   14255330 |   14255330 |   14255330
    num misses                       |         22 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |         14 |        200 |        200 |        200 |        200 |        200 |        200 |        200 |        200 |          8 |          8 |          8 |          8 |          8 |          8 |          8
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  110321053 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   47295916 |   53175136 |   53175136 |   53175136 |   53175136 |   53175136 |   53175136 |   53175136 |   53175136 |   63025137 |   63025137 |   63025137 |   63025137 |   63025137 |   63025137 |   63025137
