                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |   99991755 |   99664719 |   99447943 |   99429204 |   99440678 |   99521296 |   99350807 |   99319746 |   99747522 |   99750301 |   99380196 |   99434722 |   99454272 |   99469974 |   99653998 |   99581860 |   99371146 |   99440692 |   99638191 |   99655663 |   99687894 |   99639858 |   99396851 |   99351744 |   99508845 |   99427712 |   99413033 |   99429490 |   99694986 |   99695476 |   99806505 |  100101371
  Cycles                             |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320 |  109183320
  IPC                                |       0.92 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.91 |       0.92
  Time (ns)                          |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700 |   30328700
  Idle time (ns)                     |        -45 |        -36 |         -0 |        -37 |        -42 |        -54 |        -49 |        -56 |        -48 |         -0 |        -32 |         -0 |        -20 |        -56 |        -59 |        -55 |        -51 |        -52 |        -48 |        -50 |        -42 |        -46 |        -39 |        -39 |        -35 |        -37 |        -40 |        -49 |        -55 |        -32 |        -66 |        -39
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8458293 |    8430808 |    8412587 |    8411012 |    8411977 |    8418759 |    8404426 |    8401815 |    8437766 |    8437999 |    8406896 |    8411476 |    8413120 |    8414439 |    8429907 |    8423846 |    8406135 |    8411979 |    8428579 |    8430048 |    8432756 |    8428720 |    8408294 |    8404504 |    8417713 |    8410888 |    8409654 |    8411036 |    8433350 |    8433393 |    8442729 |    8467512
  num incorrect                      |        805 |        804 |        803 |        803 |        803 |        804 |        803 |        803 |        804 |        804 |        803 |        803 |        803 |        803 |        804 |        804 |        803 |        803 |        804 |        804 |        804 |        804 |        803 |        803 |        804 |        803 |        803 |        803 |        804 |        804 |        805 |        805
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
