                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |   99855811 |   99806215 |   99797774 |   99783224 |   99781123 |   99786182 |   99797966 |   99788774 |   99794078 |   99794106 |   99788513 |   99776762 |   99790565 |   99788788 |   99853307 |   99968882 |   99839422 |   99811965 |   99784560 |   99789117 |   99777315 |   99791392 |   99785727 |   99798618 |   99792097 |   99784513 |   99782675 |   99772993 |   99790083 |   99796385 |   99874113 |  100101388
  Cycles                             |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200 |   77506200
  IPC                                |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29 |       1.29
  Time (ns)                          |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500 |   21529500
  Idle time (ns)                     |        -65 |        -90 |        -64 |        -56 |        -78 |        -61 |        -83 |        -89 |        -78 |        -81 |        -33 |        -63 |        -67 |        -70 |        -73 |        -77 |        -55 |        -82 |        -81 |        -81 |        -67 |        -57 |        -52 |        -61 |        -82 |        -81 |        -60 |        -79 |        -72 |        -81 |        -83 |        -63
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8802121 |    8797759 |    8797015 |    8795735 |    8795546 |    8795995 |    8797031 |    8796225 |    8796685 |    8796690 |    8796199 |    8795155 |    8796373 |    8796225 |    8801911 |    8812097 |    8800687 |    8798265 |    8795846 |    8796253 |    8795214 |    8796455 |    8795953 |    8797085 |    8796515 |    8795842 |    8795675 |    8794828 |    8796333 |    8796885 |    8803741 |    8823773
  num incorrect                      |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188 |        188
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
