                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101414 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394 |  100101394
  Cycles                             |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200 |  512467200
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000 |  142352000
  Idle time (ns)                     |    2959716 |    3072128 |      19952 |      97655 |     144922 |     148848 |    3166816 |    3171068 |   55664578 |   55950580 |   58396255 |   56310587 |   61324572 |   60649178 |   57830021 |   57737782 |   69102862 |   68658372 |   70333947 |   70928041 |   67139082 |   67114388 |   68861339 |   68795509 |  103842247 |  103838731 |  102841794 |  102844731 |  102843976 |  102843117 |  102836460 |  102817399
  Idle time (%)                      |       2.1% |       2.2% |       0.0% |       0.1% |       0.1% |       0.1% |       2.2% |       2.2% |      39.1% |      39.3% |      41.0% |      39.6% |      43.1% |      42.6% |      40.6% |      40.6% |      48.5% |      48.2% |      49.4% |      49.8% |      47.2% |      47.1% |      48.4% |      48.3% |      72.9% |      72.9% |      72.2% |      72.2% |      72.2% |      72.2% |      72.2% |      72.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |    1172002 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934 |   13106934
  num incorrect                      |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |     110475 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770 |      15770
  misprediction rate                 |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      8.61% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12% |      0.12%
