0	324.88
1	325.17
2	325.37
3	325.46
4	325.46
5	325.36
6	325.16
7	324.87

8	325.10
9	325.47
10	325.71
11	325.83
12	325.83
13	325.70
14	325.46
15	325.09

16	325.36
17	325.82
18	326.12
19	326.26
20	326.25
21	326.11
22	325.81
23	325.35

24	325.73
25	326.30
26	326.65
27	326.80
28	326.79
29	326.63
30	326.28
31	325.72

32	326.48
33	327.16
34	327.55
35	327.72
36	327.70
37	327.52
38	327.13
39	326.47

40	326.77
41	327.50
42	327.93
43	328.10
44	328.07
45	327.87
46	327.47
47	326.75

48	326.85
49	327.59
50	328.05
51	328.22
52	328.13
53	327.94
54	327.56
55	326.83

56	326.77
57	327.45
58	327.87
59	328.02
60	327.92
61	327.75
62	327.41
63	326.75

