                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31   
  Instructions                       |  100100809 |   99375382 |   99371605 |   99366228 |   99368070 |   99370035 |   99374278 |   99373633 |   99370107 |   99370392 |   99369021 |   99369868 |   99371814 |   99368387 |   99367542 |   99373578 |   99375672 |   99371147 |   99370107 |   99363536 |   99366449 |   99369151 |   99374801 |   99373419 |   99364778 |   99371065 |   99364267 |   99368387 |   99371535 |   99364401 |   99370549 |  100101375
  Cycles                             |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800 |  121681800
  IPC                                |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82 |       0.82
  Time (ns)                          |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500 |   33800500
  Idle time (ns)                     |         -4 |        -19 |        -17 |         26 |         -0 |         -0 |        -16 |         -2 |         -9 |         -0 |        -17 |         -0 |         -0 |          7 |        -15 |         -0 |         -0 |         46 |         -7 |         -6 |         -0 |         -0 |         -0 |         -9 |         -0 |          7 |         19 |        -16 |         -0 |         -3 |        -23 |         14
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5339657 |    5300814 |    5300619 |    5300315 |    5300421 |    5300526 |    5300754 |    5300719 |    5300531 |    5300547 |    5300473 |    5300518 |    5300627 |    5300437 |    5300388 |    5300716 |    5300831 |    5300592 |    5300531 |    5300162 |    5300327 |    5300480 |    5300782 |    5300708 |    5300230 |    5300587 |    5300201 |    5300437 |    5300615 |    5300207 |    5300555 |    5339688
  num incorrect                      |    1098477 |    1091054 |    1091007 |    1090970 |    1090982 |    1091000 |    1091044 |    1091039 |    1091000 |    1091002 |    1090989 |    1090998 |    1091013 |    1090985 |    1090980 |    1091038 |    1091056 |    1091005 |    1091000 |    1090951 |    1090973 |    1090991 |    1091050 |    1091035 |    1090963 |    1091005 |    1090960 |    1090985 |    1091007 |    1090962 |    1091004 |    1098483
  misprediction rate                 |     17.06% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.07% |     17.06%
  mpki                               |      10.97 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.98 |      10.97
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   14604544 |   14501936 |   14501393 |   14500684 |   14500927 |   14501188 |   14501785 |   14501700 |   14501197 |   14501235 |   14501052 |   14501165 |   14501427 |   14500970 |   14500858 |   14501693 |   14501975 |   14501334 |   14501197 |   14500330 |   14500714 |   14501070 |   14501859 |   14501669 |   14500497 |   14501323 |   14500430 |   14500970 |   14501385 |   14500447 |   14501258 |   14604634
    num misses                       |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9 |          9
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   54653289 |   54244915 |   54242821 |   54239588 |   54240692 |   54241865 |   54244271 |   54243887 |   54241910 |   54242079 |   54241269 |   54241769 |   54242915 |   54240880 |   54240370 |   54243853 |   54245089 |   54242543 |   54241910 |   54237968 |   54239716 |   54241346 |   54244571 |   54243761 |   54238703 |   54242492 |   54238393 |   54240880 |   54242777 |   54238478 |   54242167 |   54653574
    num misses                       |      32594 |      32284 |      32283 |      32279 |      32281 |      32282 |      32284 |      32284 |      32282 |      32282 |      32281 |      32282 |      32283 |      32281 |      32280 |      32284 |      32285 |      32282 |      32282 |      32277 |      32280 |      32281 |      32284 |      32283 |      32278 |      32282 |      32278 |      32281 |      32283 |      32278 |      32282 |      32594
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.33 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.32 |       0.33
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      32603 |      32293 |      32292 |      32288 |      32290 |      32291 |      32293 |      32293 |      32291 |      32291 |      32290 |      32291 |      32292 |      32290 |      32289 |      32293 |      32294 |      32291 |      32291 |      32286 |      32289 |      32290 |      32293 |      32292 |      32287 |      32291 |      32287 |      32290 |      32292 |      32287 |      32291 |      32603
    num misses                       |      21945 |      21667 |      21666 |      21662 |      21664 |      21665 |      21667 |      21667 |      21665 |      21665 |      21664 |      21665 |      21666 |      21664 |      21663 |      21667 |      21668 |      21665 |      21665 |      21660 |      21663 |      21664 |      21667 |      21666 |      21661 |      21665 |      21661 |      21664 |      21666 |      21661 |      21665 |      21945
    miss rate                        |     67.31% |     67.10% |     67.09% |     67.09% |     67.09% |     67.09% |     67.10% |     67.10% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.10% |     67.10% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.10% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.09% |     67.31%
    mpki                             |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   14604544 |   14501936 |   14501393 |   14500684 |   14500927 |   14501188 |   14501785 |   14501700 |   14501197 |   14501235 |   14501052 |   14501165 |   14501427 |   14500970 |   14500858 |   14501693 |   14501975 |   14501334 |   14501197 |   14500330 |   14500714 |   14501070 |   14501859 |   14501669 |   14500497 |   14501323 |   14500430 |   14500970 |   14501385 |   14500447 |   14501258 |   14604634
    num cache misses                 |        272 |        266 |        250 |        251 |        255 |        256 |        249 |        249 |        258 |        262 |        259 |        257 |        253 |        253 |        250 |        252 |        253 |        258 |        250 |        251 |        250 |        251 |        250 |        251 |        251 |        250 |        251 |        250 |        250 |        251 |        266 |        273
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   54653289 |   54244915 |   54242821 |   54239588 |   54240692 |   54241865 |   54244271 |   54243887 |   54241910 |   54242079 |   54241269 |   54241769 |   54242915 |   54240880 |   54240370 |   54243853 |   54245089 |   54242543 |   54241910 |   54237968 |   54239716 |   54241346 |   54244571 |   54243761 |   54238703 |   54242492 |   54238393 |   54240880 |   54242777 |   54238478 |   54242167 |   54653574
    num cache misses                 |      70823 |      70073 |      70068 |      70059 |      70061 |      70067 |      70068 |      70068 |      70071 |      70071 |      70070 |      70069 |      70074 |      70061 |      70060 |      70068 |      70072 |      70069 |      70065 |      70054 |      70061 |      70069 |      70067 |      70066 |      70056 |      70068 |      70056 |      70065 |      70064 |      70056 |      70066 |      70822
    miss rate                        |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13% |      0.13%
    mpki                             |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71 |       0.71
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      71210 |      70430 |      70409 |      70401 |      70407 |      70414 |      70408 |      70408 |      70419 |      70424 |      70419 |      70417 |      70418 |      70405 |      70401 |      70411 |      70416 |      70418 |      70406 |      70396 |      70402 |      70411 |      70408 |      70408 |      70398 |      70409 |      70398 |      70406 |      70405 |      70398 |      70423 |      71210
    num cache misses                 |      35033 |      34372 |      34299 |      34288 |      34296 |      34302 |      34297 |      34293 |      34313 |      34311 |      34312 |      34309 |      34302 |      34298 |      34291 |      34301 |      34304 |      34305 |      34297 |      34286 |      34291 |      34294 |      34299 |      34293 |      34287 |      34299 |      34286 |      34294 |      34296 |      34286 |      34370 |      35033
    miss rate                        |     49.20% |     48.80% |     48.71% |     48.70% |     48.71% |     48.71% |     48.71% |     48.71% |     48.73% |     48.72% |     48.73% |     48.72% |     48.71% |     48.72% |     48.71% |     48.72% |     48.72% |     48.72% |     48.71% |     48.70% |     48.71% |     48.71% |     48.71% |     48.71% |     48.70% |     48.71% |     48.70% |     48.71% |     48.71% |     48.70% |     48.81% |     49.20%
    mpki                             |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35 |       0.35
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      35148 |      34463 |      34390 |      34379 |      34387 |      34393 |      34388 |      34384 |      34403 |      34402 |      34402 |      34400 |      34393 |      34389 |      34382 |      34392 |      34395 |      34396 |      34388 |      34377 |      34382 |      34385 |      34390 |      34384 |      34378 |      34390 |      34377 |      34385 |      34387 |      34377 |      34461 |      35148
    num cache misses                 |      34956 |      34325 |      34273 |      34273 |      34271 |      34265 |      34286 |      34277 |      34268 |      34257 |      34264 |      34263 |      34269 |      34266 |      34269 |      34281 |      34274 |      34270 |      34282 |      34271 |      34273 |      34271 |      34281 |      34278 |      34272 |      34283 |      34269 |      34283 |      34282 |      34270 |      34323 |      34959
    miss rate                        |     99.45% |     99.60% |     99.66% |     99.69% |     99.66% |     99.63% |     99.70% |     99.69% |     99.61% |     99.58% |     99.60% |     99.60% |     99.64% |     99.64% |     99.67% |     99.68% |     99.65% |     99.63% |     99.69% |     99.69% |     99.68% |     99.67% |     99.68% |     99.69% |     99.69% |     99.69% |     99.69% |     99.70% |     99.69% |     99.69% |     99.60% |     99.46%
    mpki                             |       0.35 |       0.35 |       0.34 |       0.34 |       0.34 |       0.34 |       0.35 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.34 |       0.35 |       0.34 |       0.34 |       0.35 |       0.35
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      70235 |          0 |      69596 |          0 |      69555 |          0 |      69542 |          0 |      69544 |          0 |      69536 |          0 |      69567 |          0 |      69555 |          0 |      69539 |          0 |      69540 |          0 |      69532 |          0 |      69546 |          0 |      69551 |          0 |      69534 |          0 |      69593 |          0 |      70246 |          0
  average dram access latency (ns)   |      38.19 |        inf |      38.26 |        inf |      38.24 |        inf |      38.29 |        inf |      38.28 |        inf |      38.27 |        inf |      38.19 |        inf |      38.22 |        inf |      38.28 |        inf |      38.27 |        inf |      38.28 |        inf |      38.27 |        inf |      38.25 |        inf |      38.29 |        inf |      38.29 |        inf |      38.18 |        inf
  average dram queueing delay        |       0.76 |       0.00 |       0.83 |       0.00 |       0.81 |       0.00 |       0.86 |       0.00 |       0.85 |       0.00 |       0.84 |       0.00 |       0.76 |       0.00 |       0.79 |       0.00 |       0.85 |       0.00 |       0.84 |       0.00 |       0.85 |       0.00 |       0.84 |       0.00 |       0.82 |       0.00 |       0.86 |       0.00 |       0.86 |       0.00 |       0.75 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34280 |      33649 |      33601 |      33594 |      33597 |      33598 |      33604 |      33601 |      33593 |      33597 |      33594 |      33596 |      33600 |      33595 |      33595 |      33605 |      33601 |      33598 |      33601 |      33592 |      33594 |      33598 |      33603 |      33599 |      33593 |      33603 |      33592 |      33600 |      33602 |      33592 |      33647 |      34279
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
